season,station_i,station_j,distance_km,n_pair_days,chi_0_95,f_madogram,theta_fmadogram
S,6225,6278,115.51343834717343,3106,0.40259687398241617,0.08264507828139077,1.3960421884618968
S,6225,6279,139.95349575590143,3116,0.4267714570858283,0.08291477149865233,1.397591503283768
S,6225,6280,155.02232988106246,3116,0.47490126130717286,0.08379513873953598,1.4026629505756607
S,6225,6283,149.59213845782529,3108,0.3741760177124742,0.08565193763875269,1.4134298934603318
S,6225,6285,174.58481341265545,2985,0.4702251270878722,0.0789839122530801,1.3752061479444402
S,6225,6286,192.35398698475598,3115,0.38234342126557697,0.08972491403896374,1.4373890451027043
S,6225,6290,159.96947185446524,3116,0.40352131557779963,0.0858434862529207,1.4145461119336367
S,6225,6308,144.84946002981343,3024,0.48343495934959346,0.07211978218142634,1.3371026711592728
S,6225,6310,131.16611692455237,3116,0.4764384274928404,0.07135298125187114,1.3329218593903152
S,6225,6312,100.20927741215384,3001,0.6198763825634352,0.058022626005805954,1.262559259454617
S,6225,6316,107.26518694358158,3022,0.5693653195656044,0.06300018676872465,1.2883304974566787
S,6225,6319,145.62508748242348,3092,0.5391182564653518,0.07820452076110367,1.3708172543822368
S,6225,6320,84.83028294960604,3116,0.5865222679640718,0.05510266899011062,1.247709595672471
S,6225,6330,60.125275072582426,3113,0.626198223551139,0.05001308054363813,1.2222868193771497
S,6225,6343,65.53482403538618,3104,0.5898018777260294,0.06139682798462509,1.2799652711242722
S,6225,6344,56.259644831585526,3116,0.5887225548902195,0.06348297206229427,1.2908613776750708
S,6225,6348,60.35960413495507,3114,0.5108104401883256,0.06876475644022945,1.3189199281236317
S,6225,6350,103.10293463657534,3116,0.39422073284623416,0.08952206720819653,1.4361845549129806
S,6225,6356,78.34524614932972,3113,0.4985558295174357,0.07444101133372985,1.3498504946025596
S,6225,6370,125.88473899237061,3116,0.41742929235867887,0.08301076906852536,1.3981434670775312
S,6225,6375,119.09400944471288,3114,0.41190611477774375,0.08113773228896681,1.3874196295233856
S,6225,6380,192.06991478113991,3116,0.34970059880239523,0.08901886885670743,1.4332017317148806
S,6225,6391,155.38677471826318,3116,0.38187428823334923,0.09069129276051476,1.4431437257817805
S,6235,6240,67.79812572971173,3128,0.5644945793250878,0.06012097537489518,1.2733523173837824
