season,season_year,date,observed_stations,extreme_stations,extreme_share,any_extreme
S,1991,1991-08-31,33,0,0.0,False
S,1992,1992-06-01,32,3,0.09375,True
S,1992,1992-06-02,32,1,0.03125,True
S,1992,1992-06-03,33,1,0.030303030303030304,True
S,1992,1992-06-04,33,1,0.030303030303030304,True
S,1992,1992-06-05,33,2,0.06060606060606061,True
S,1992,1992-06-06,32,0,0.0,False
S,1992,1992-06-07,32,0,0.0,False
S,1992,1992-06-08,30,2,0.06666666666666667,True
S,1992,1992-06-09,32,1,0.03125,True
S,1992,1992-06-10,32,0,0.0,False
S,1992,1992-06-11,33,1,0.030303030303030304,True
S,1992,1992-06-12,33,0,0.0,False
S,1992,1992-06-13,33,0,0.0,False
S,1992,1992-06-14,33,0,0.0,False
S,1992,1992-06-15,33,0,0.0,False
S,1992,1992-06-16,33,0,0.0,False
S,1992,1992-06-17,33,0,0.0,False
S,1992,1992-06-18,33,2,0.06060606060606061,True
S,1992,1992-06-19,33,0,0.0,False
S,1992,1992-06-20,33,5,0.15151515151515152,True
S,1992,1992-06-21,33,0,0.0,False
S,1992,1992-06-22,33,0,0.0,False
S,1992,1992-06-23,33,0,0.0,False
S,1992,1992-06-24,33,0,0.0,False
S,1992,1992-06-25,33,0,0.0,False
S,1992,1992-06-26,33,0,0.0,False
S,1992,1992-06-27,32,0,0.0,False
S,1992,1992-06-28,32,0,0.0,False
S,1992,1992-06-29,33,0,0.0,False
S,1992,1992-06-30,32,2,0.0625,True
S,1992,1992-07-01,32,0,0.0,False
S,1992,1992-07-02,32,0,0.0,False
S,1992,1992-07-03,33,0,0.0,False
S,1992,1992-07-04,33,0,0.0,False
S,1992,1992-07-05,33,3,0.09090909090909091,True
S,1992,1992-07-06,33,9,0.2727272727272727,True
S,1992,1992-07-07,33,0,0.0,False
S,1992,1992-07-08,33,0,0.0,False
S,1992,1992-07-09,33,0,0.0,False
S,1992,1992-07-10,33,0,0.0,False
S,1992,1992-07-11,33,0,0.0,False
S,1992,1992-07-12,33,0,0.0,False
S,1992,1992-07-13,32,15,0.46875,True
S,1992,1992-07-14,33,12,0.36363636363636365,True
S,1992,1992-07-15,33,0,0.0,False
S,1992,1992-07-16,33,0,0.0,False
S,1992,1992-07-17,33,0,0.0,False
S,1992,1992-07-18,33,0,0.0,False
S,1992,1992-07-19,33,0,0.0,False
S,1992,1992-07-20,33,0,0.0,False
S,1992,1992-07-21,33,16,0.48484848484848486,True
S,1992,1992-07-22,33,0,0.0,False
S,1992,1992-07-23,33,0,0.0,False
S,1992,1992-07-24,33,9,0.2727272727272727,True
S,1992,1992-07-25,32,0,0.0,False
S,1992,1992-07-26,32,0,0.0,False
S,1992,1992-07-27,33,3,0.09090909090909091,True
S,1992,1992-07-28,33,1,0.030303030303030304,True
S,1992,1992-07-29,33,0,0.0,False
S,1992,1992-07-30,33,0,0.0,False
S,1992,1992-07-31,33,0,0.0,False
S,1992,1992-08-01,33,0,0.0,False
S,1992,1992-08-02,33,0,0.0,False
S,1992,1992-08-03,33,9,0.2727272727272727,True
S,1992,1992-08-04,33,1,0.030303030303030304,True
S,1992,1992-08-05,33,1,0.030303030303030304,True
S,1992,1992-08-06,33,0,0.0,False
S,1992,1992-08-07,33,0,0.0,False
S,1992,1992-08-08,33,0,0.0,False
S,1992,1992-08-09,33,2,0.06060606060606061,True
S,1992,1992-08-10,33,17,0.5151515151515151,True
S,1992,1992-08-11,33,2,0.06060606060606061,True
S,1992,1992-08-12,33,16,0.48484848484848486,True
S,1992,1992-08-13,33,14,0.42424242424242425,True
S,1992,1992-08-14,33,1,0.030303030303030304,True
S,1992,1992-08-15,33,0,0.0,False
S,1992,1992-08-16,33,0,0.0,False
S,1992,1992-08-17,33,1,0.030303030303030304,True
S,1992,1992-08-18,33,0,0.0,False
S,1992,1992-08-19,33,0,0.0,False
S,1992,1992-08-20,33,6,0.18181818181818182,True
S,1992,1992-08-21,33,7,0.21212121212121213,True
S,1992,1992-08-22,33,5,0.15151515151515152,True
S,1992,1992-08-23,33,0,0.0,False
S,1992,1992-08-24,33,4,0.12121212121212122,True
S,1992,1992-08-25,33,14,0.42424242424242425,True
S,1992,1992-08-26,33,7,0.21212121212121213,True
S,1992,1992-08-27,33,8,0.24242424242424243,True
S,1992,1992-08-28,33,4,0.12121212121212122,True
S,1992,1992-08-29,33,0,0.0,False
S,1992,1992-08-30,32,32,1.0,True
S,1992,1992-08-31,32,2,0.0625,True
S,1993,1993-06-01,33,0,0.0,False
S,1993,1993-06-02,33,0,0.0,False
S,1993,1993-06-03,33,0,0.0,False
S,1993,1993-06-04,33,0,0.0,False
S,1993,1993-06-05,33,0,0.0,False
S,1993,1993-06-06,33,0,0.0,False
S,1993,1993-06-07,33,0,0.0,False
S,1993,1993-06-08,33,0,0.0,False
S,1993,1993-06-09,33,0,0.0,False
S,1993,1993-06-10,33,3,0.09090909090909091,True
S,1993,1993-06-11,33,5,0.15151515151515152,True
S,1993,1993-06-12,33,0,0.0,False
S,1993,1993-06-13,33,0,0.0,False
S,1993,1993-06-14,33,0,0.0,False
S,1993,1993-06-15,33,0,0.0,False
S,1993,1993-06-16,33,1,0.030303030303030304,True
S,1993,1993-06-17,33,0,0.0,False
S,1993,1993-06-18,33,0,0.0,False
S,1993,1993-06-19,33,0,0.0,False
S,1993,1993-06-20,33,0,0.0,False
S,1993,1993-06-21,33,0,0.0,False
S,1993,1993-06-22,32,0,0.0,False
S,1993,1993-06-23,33,0,0.0,False
S,1993,1993-06-24,33,3,0.09090909090909091,True
S,1993,1993-06-25,33,0,0.0,False
S,1993,1993-06-26,33,0,0.0,False
S,1993,1993-06-27,33,1,0.030303030303030304,True
S,1993,1993-06-28,33,0,0.0,False
S,1993,1993-06-29,33,0,0.0,False
S,1993,1993-06-30,33,0,0.0,False
S,1993,1993-07-01,33,0,0.0,False
S,1993,1993-07-02,33,0,0.0,False
S,1993,1993-07-03,33,0,0.0,False
S,1993,1993-07-04,33,0,0.0,False
S,1993,1993-07-05,33,0,0.0,False
S,1993,1993-07-06,33,0,0.0,False
S,1993,1993-07-07,33,1,0.030303030303030304,True
S,1993,1993-07-08,33,0,0.0,False
S,1993,1993-07-09,33,7,0.21212121212121213,True
S,1993,1993-07-10,33,3,0.09090909090909091,True
S,1993,1993-07-11,32,0,0.0,False
S,1993,1993-07-12,33,0,0.0,False
S,1993,1993-07-13,33,0,0.0,False
S,1993,1993-07-14,33,0,0.0,False
S,1993,1993-07-15,33,0,0.0,False
S,1993,1993-07-16,33,0,0.0,False
S,1993,1993-07-17,33,0,0.0,False
S,1993,1993-07-18,33,0,0.0,False
S,1993,1993-07-19,33,0,0.0,False
S,1993,1993-07-20,33,2,0.06060606060606061,True
S,1993,1993-07-21,33,0,0.0,False
S,1993,1993-07-22,33,0,0.0,False
S,1993,1993-07-23,33,0,0.0,False
S,1993,1993-07-24,33,1,0.030303030303030304,True
S,1993,1993-07-25,32,15,0.46875,True
S,1993,1993-07-26,33,19,0.5757575757575758,True
S,1993,1993-07-27,33,3,0.09090909090909091,True
S,1993,1993-07-28,33,0,0.0,False
S,1993,1993-07-29,33,0,0.0,False
S,1993,1993-07-30,33,0,0.0,False
S,1993,1993-07-31,33,0,0.0,False
S,1993,1993-08-01,31,0,0.0,False
S,1993,1993-08-02,32,0,0.0,False
S,1993,1993-08-03,33,0,0.0,False
S,1993,1993-08-04,33,0,0.0,False
S,1993,1993-08-05,33,11,0.3333333333333333,True
S,1993,1993-08-06,33,17,0.5151515151515151,True
S,1993,1993-08-07,33,0,0.0,False
S,1993,1993-08-08,33,0,0.0,False
S,1993,1993-08-09,33,2,0.06060606060606061,True
S,1993,1993-08-10,33,5,0.15151515151515152,True
S,1993,1993-08-11,33,20,0.6060606060606061,True
S,1993,1993-08-12,33,22,0.6666666666666666,True
S,1993,1993-08-13,33,0,0.0,False
S,1993,1993-08-14,33,0,0.0,False
S,1993,1993-08-15,33,0,0.0,False
S,1993,1993-08-16,33,0,0.0,False
S,1993,1993-08-17,33,0,0.0,False
S,1993,1993-08-18,33,0,0.0,False
S,1993,1993-08-19,33,0,0.0,False
S,1993,1993-08-20,33,0,0.0,False
S,1993,1993-08-21,33,0,0.0,False
S,1993,1993-08-22,33,2,0.06060606060606061,True
S,1993,1993-08-23,33,0,0.0,False
S,1993,1993-08-24,33,0,0.0,False
S,1993,1993-08-25,33,0,0.0,False
S,1993,1993-08-26,33,0,0.0,False
S,1993,1993-08-27,33,0,0.0,False
S,1993,1993-08-28,33,0,0.0,False
S,1993,1993-08-29,33,0,0.0,False
S,1993,1993-08-30,33,4,0.12121212121212122,True
S,1993,1993-08-31,33,0,0.0,False
S,1994,1994-06-01,33,0,0.0,False
S,1994,1994-06-02,33,1,0.030303030303030304,True
S,1994,1994-06-03,33,23,0.696969696969697,True
S,1994,1994-06-04,33,20,0.6060606060606061,True
S,1994,1994-06-05,33,6,0.18181818181818182,True
S,1994,1994-06-06,33,0,0.0,False
S,1994,1994-06-07,33,0,0.0,False
S,1994,1994-06-08,33,2,0.06060606060606061,True
S,1994,1994-06-09,33,0,0.0,False
S,1994,1994-06-10,33,4,0.12121212121212122,True
S,1994,1994-06-11,33,0,0.0,False
S,1994,1994-06-12,33,0,0.0,False
S,1994,1994-06-13,33,0,0.0,False
S,1994,1994-06-14,33,0,0.0,False
S,1994,1994-06-15,33,0,0.0,False
S,1994,1994-06-16,33,0,0.0,False
S,1994,1994-06-17,33,0,0.0,False
S,1994,1994-06-18,33,0,0.0,False
S,1994,1994-06-19,33,0,0.0,False
S,1994,1994-06-20,33,0,0.0,False
S,1994,1994-06-21,33,26,0.7878787878787878,True
S,1994,1994-06-22,33,24,0.7272727272727273,True
S,1994,1994-06-23,33,0,0.0,False
S,1994,1994-06-24,33,2,0.06060606060606061,True
S,1994,1994-06-25,33,1,0.030303030303030304,True
S,1994,1994-06-26,33,0,0.0,False
S,1994,1994-06-27,33,0,0.0,False
S,1994,1994-06-28,33,0,0.0,False
S,1994,1994-06-29,33,1,0.030303030303030304,True
S,1994,1994-06-30,33,0,0.0,False
S,1994,1994-07-01,33,0,0.0,False
S,1994,1994-07-02,33,0,0.0,False
S,1994,1994-07-03,33,0,0.0,False
S,1994,1994-07-04,33,16,0.48484848484848486,True
S,1994,1994-07-05,33,0,0.0,False
S,1994,1994-07-06,33,0,0.0,False
S,1994,1994-07-07,33,1,0.030303030303030304,True
S,1994,1994-07-08,33,0,0.0,False
S,1994,1994-07-09,33,0,0.0,False
S,1994,1994-07-10,32,0,0.0,False
S,1994,1994-07-11,33,0,0.0,False
S,1994,1994-07-12,33,0,0.0,False
S,1994,1994-07-13,33,0,0.0,False
S,1994,1994-07-14,33,0,0.0,False
S,1994,1994-07-15,33,0,0.0,False
S,1994,1994-07-16,33,0,0.0,False
S,1994,1994-07-17,33,0,0.0,False
S,1994,1994-07-18,33,0,0.0,False
S,1994,1994-07-19,33,0,0.0,False
S,1994,1994-07-20,33,0,0.0,False
S,1994,1994-07-21,33,0,0.0,False
S,1994,1994-07-22,33,0,0.0,False
S,1994,1994-07-23,33,0,0.0,False
S,1994,1994-07-24,33,0,0.0,False
S,1994,1994-07-25,33,2,0.06060606060606061,True
S,1994,1994-07-26,33,1,0.030303030303030304,True
S,1994,1994-07-27,33,0,0.0,False
S,1994,1994-07-28,33,3,0.09090909090909091,True
S,1994,1994-07-29,32,0,0.0,False
S,1994,1994-07-30,32,0,0.0,False
S,1994,1994-07-31,32,10,0.3125,True
S,1994,1994-08-01,32,1,0.03125,True
S,1994,1994-08-02,32,0,0.0,False
S,1994,1994-08-03,33,0,0.0,False
S,1994,1994-08-04,33,3,0.09090909090909091,True
S,1994,1994-08-05,33,0,0.0,False
S,1994,1994-08-06,33,0,0.0,False
S,1994,1994-08-07,33,0,0.0,False
S,1994,1994-08-08,33,0,0.0,False
S,1994,1994-08-09,33,0,0.0,False
S,1994,1994-08-10,33,9,0.2727272727272727,True
S,1994,1994-08-11,33,1,0.030303030303030304,True
S,1994,1994-08-12,33,14,0.42424242424242425,True
S,1994,1994-08-13,33,6,0.18181818181818182,True
S,1994,1994-08-14,33,4,0.12121212121212122,True
S,1994,1994-08-15,33,0,0.0,False
S,1994,1994-08-16,33,0,0.0,False
S,1994,1994-08-17,33,11,0.3333333333333333,True
S,1994,1994-08-18,33,18,0.5454545454545454,True
S,1994,1994-08-19,33,0,0.0,False
S,1994,1994-08-20,33,0,0.0,False
S,1994,1994-08-21,33,0,0.0,False
S,1994,1994-08-22,33,0,0.0,False
S,1994,1994-08-23,33,0,0.0,False
S,1994,1994-08-24,33,2,0.06060606060606061,True
S,1994,1994-08-25,33,0,0.0,False
S,1994,1994-08-26,33,0,0.0,False
S,1994,1994-08-27,33,0,0.0,False
S,1994,1994-08-28,33,5,0.15151515151515152,True
S,1994,1994-08-29,33,3,0.09090909090909091,True
S,1994,1994-08-30,33,0,0.0,False
S,1994,1994-08-31,33,0,0.0,False
S,1995,1995-06-01,33,0,0.0,False
S,1995,1995-06-02,33,0,0.0,False
S,1995,1995-06-03,33,0,0.0,False
S,1995,1995-06-04,33,0,0.0,False
S,1995,1995-06-05,33,0,0.0,False
S,1995,1995-06-06,33,0,0.0,False
S,1995,1995-06-07,33,2,0.06060606060606061,True
S,1995,1995-06-08,33,11,0.3333333333333333,True
S,1995,1995-06-09,33,0,0.0,False
S,1995,1995-06-10,33,0,0.0,False
S,1995,1995-06-11,33,0,0.0,False
S,1995,1995-06-12,33,0,0.0,False
S,1995,1995-06-13,33,0,0.0,False
S,1995,1995-06-14,33,0,0.0,False
S,1995,1995-06-15,33,0,0.0,False
S,1995,1995-06-16,33,0,0.0,False
S,1995,1995-06-17,33,0,0.0,False
S,1995,1995-06-18,33,0,0.0,False
S,1995,1995-06-19,33,0,0.0,False
S,1995,1995-06-20,33,0,0.0,False
S,1995,1995-06-21,32,0,0.0,False
S,1995,1995-06-22,32,0,0.0,False
S,1995,1995-06-23,32,0,0.0,False
S,1995,1995-06-24,32,0,0.0,False
S,1995,1995-06-25,32,0,0.0,False
S,1995,1995-06-26,32,0,0.0,False
S,1995,1995-06-27,32,0,0.0,False
S,1995,1995-06-28,32,0,0.0,False
S,1995,1995-06-29,32,0,0.0,False
S,1995,1995-06-30,32,0,0.0,False
S,1995,1995-07-01,32,0,0.0,False
S,1995,1995-07-02,32,0,0.0,False
S,1995,1995-07-03,32,0,0.0,False
S,1995,1995-07-04,32,1,0.03125,True
S,1995,1995-07-05,32,0,0.0,False
S,1995,1995-07-06,32,0,0.0,False
S,1995,1995-07-07,32,0,0.0,False
S,1995,1995-07-08,32,0,0.0,False
S,1995,1995-07-09,32,0,0.0,False
S,1995,1995-07-10,31,0,0.0,False
S,1995,1995-07-11,31,5,0.16129032258064516,True
S,1995,1995-07-12,32,0,0.0,False
S,1995,1995-07-13,32,0,0.0,False
S,1995,1995-07-14,32,8,0.25,True
S,1995,1995-07-15,32,0,0.0,False
S,1995,1995-07-16,32,0,0.0,False
S,1995,1995-07-17,32,0,0.0,False
S,1995,1995-07-18,32,4,0.125,True
S,1995,1995-07-19,32,0,0.0,False
S,1995,1995-07-20,32,0,0.0,False
S,1995,1995-07-21,32,0,0.0,False
S,1995,1995-07-22,31,0,0.0,False
S,1995,1995-07-23,31,0,0.0,False
S,1995,1995-07-24,32,0,0.0,False
S,1995,1995-07-25,32,0,0.0,False
S,1995,1995-07-26,32,0,0.0,False
S,1995,1995-07-27,32,1,0.03125,True
S,1995,1995-07-28,32,0,0.0,False
S,1995,1995-07-29,32,0,0.0,False
S,1995,1995-07-30,32,0,0.0,False
S,1995,1995-07-31,32,0,0.0,False
S,1995,1995-08-01,32,0,0.0,False
S,1995,1995-08-02,32,0,0.0,False
S,1995,1995-08-03,32,0,0.0,False
S,1995,1995-08-04,32,0,0.0,False
S,1995,1995-08-05,32,0,0.0,False
S,1995,1995-08-06,32,0,0.0,False
S,1995,1995-08-07,32,0,0.0,False
S,1995,1995-08-08,32,0,0.0,False
S,1995,1995-08-09,32,0,0.0,False
S,1995,1995-08-10,32,0,0.0,False
S,1995,1995-08-11,32,0,0.0,False
S,1995,1995-08-12,32,0,0.0,False
S,1995,1995-08-13,32,0,0.0,False
S,1995,1995-08-14,32,0,0.0,False
S,1995,1995-08-15,32,0,0.0,False
S,1995,1995-08-16,32,0,0.0,False
S,1995,1995-08-17,32,0,0.0,False
S,1995,1995-08-18,32,0,0.0,False
S,1995,1995-08-19,32,0,0.0,False
S,1995,1995-08-20,32,0,0.0,False
S,1995,1995-08-21,32,0,0.0,False
S,1995,1995-08-22,32,0,0.0,False
S,1995,1995-08-23,32,3,0.09375,True
S,1995,1995-08-24,32,0,0.0,False
S,1995,1995-08-25,32,3,0.09375,True
S,1995,1995-08-26,32,2,0.0625,True
S,1995,1995-08-27,32,17,0.53125,True
S,1995,1995-08-28,32,16,0.5,True
S,1995,1995-08-29,32,6,0.1875,True
S,1995,1995-08-30,32,0,0.0,False
S,1995,1995-08-31,32,0,0.0,False
S,1996,1996-06-01,33,0,0.0,False
S,1996,1996-06-02,33,0,0.0,False
S,1996,1996-06-03,33,0,0.0,False
S,1996,1996-06-04,33,0,0.0,False
S,1996,1996-06-05,33,0,0.0,False
S,1996,1996-06-06,33,0,0.0,False
S,1996,1996-06-07,33,4,0.12121212121212122,True
S,1996,1996-06-08,33,8,0.24242424242424243,True
S,1996,1996-06-09,33,0,0.0,False
S,1996,1996-06-10,33,0,0.0,False
S,1996,1996-06-11,33,0,0.0,False
S,1996,1996-06-12,33,0,0.0,False
S,1996,1996-06-13,33,0,0.0,False
S,1996,1996-06-14,33,0,0.0,False
S,1996,1996-06-15,33,0,0.0,False
S,1996,1996-06-16,33,0,0.0,False
S,1996,1996-06-17,33,0,0.0,False
S,1996,1996-06-18,33,0,0.0,False
S,1996,1996-06-19,33,0,0.0,False
S,1996,1996-06-20,33,0,0.0,False
S,1996,1996-06-21,33,1,0.030303030303030304,True
S,1996,1996-06-22,33,0,0.0,False
S,1996,1996-06-23,33,0,0.0,False
S,1996,1996-06-24,33,0,0.0,False
S,1996,1996-06-25,33,0,0.0,False
S,1996,1996-06-26,33,0,0.0,False
S,1996,1996-06-27,33,0,0.0,False
S,1996,1996-06-28,33,0,0.0,False
S,1996,1996-06-29,33,1,0.030303030303030304,True
S,1996,1996-06-30,33,0,0.0,False
S,1996,1996-07-01,33,3,0.09090909090909091,True
S,1996,1996-07-02,33,0,0.0,False
S,1996,1996-07-03,33,8,0.24242424242424243,True
S,1996,1996-07-04,33,25,0.7575757575757576,True
S,1996,1996-07-05,33,0,0.0,False
S,1996,1996-07-06,33,0,0.0,False
S,1996,1996-07-07,33,0,0.0,False
S,1996,1996-07-08,33,0,0.0,False
S,1996,1996-07-09,33,0,0.0,False
S,1996,1996-07-10,33,0,0.0,False
S,1996,1996-07-11,33,0,0.0,False
S,1996,1996-07-12,33,0,0.0,False
S,1996,1996-07-13,33,0,0.0,False
S,1996,1996-07-14,33,0,0.0,False
S,1996,1996-07-15,33,0,0.0,False
S,1996,1996-07-16,33,0,0.0,False
S,1996,1996-07-17,33,0,0.0,False
S,1996,1996-07-18,33,0,0.0,False
S,1996,1996-07-19,33,0,0.0,False
S,1996,1996-07-20,33,0,0.0,False
S,1996,1996-07-21,33,0,0.0,False
S,1996,1996-07-22,33,0,0.0,False
S,1996,1996-07-23,33,7,0.21212121212121213,True
S,1996,1996-07-24,33,7,0.21212121212121213,True
S,1996,1996-07-25,33,5,0.15151515151515152,True
S,1996,1996-07-26,33,0,0.0,False
S,1996,1996-07-27,33,0,0.0,False
S,1996,1996-07-28,33,0,0.0,False
S,1996,1996-07-29,33,0,0.0,False
S,1996,1996-07-30,33,0,0.0,False
S,1996,1996-07-31,33,0,0.0,False
S,1996,1996-08-01,33,0,0.0,False
S,1996,1996-08-02,33,0,0.0,False
S,1996,1996-08-03,33,0,0.0,False
S,1996,1996-08-04,33,0,0.0,False
S,1996,1996-08-05,33,0,0.0,False
S,1996,1996-08-06,33,0,0.0,False
S,1996,1996-08-07,33,0,0.0,False
S,1996,1996-08-08,33,0,0.0,False
S,1996,1996-08-09,33,0,0.0,False
S,1996,1996-08-10,33,0,0.0,False
S,1996,1996-08-11,33,0,0.0,False
S,1996,1996-08-12,33,0,0.0,False
S,1996,1996-08-13,33,2,0.06060606060606061,True
S,1996,1996-08-14,33,0,0.0,False
S,1996,1996-08-15,33,0,0.0,False
S,1996,1996-08-16,33,0,0.0,False
S,1996,1996-08-17,33,0,0.0,False
S,1996,1996-08-18,33,0,0.0,False
S,1996,1996-08-19,33,0,0.0,False
S,1996,1996-08-20,33,1,0.030303030303030304,True
S,1996,1996-08-21,33,0,0.0,False
S,1996,1996-08-22,33,0,0.0,False
S,1996,1996-08-23,33,0,0.0,False
S,1996,1996-08-24,33,6,0.18181818181818182,True
S,1996,1996-08-25,33,0,0.0,False
S,1996,1996-08-26,33,0,0.0,False
S,1996,1996-08-27,33,0,0.0,False
S,1996,1996-08-28,33,6,0.18181818181818182,True
S,1996,1996-08-29,33,15,0.45454545454545453,True
S,1996,1996-08-30,33,2,0.06060606060606061,True
S,1996,1996-08-31,33,0,0.0,False
S,1997,1997-06-01,33,18,0.5454545454545454,True
S,1997,1997-06-02,33,0,0.0,False
S,1997,1997-06-03,33,0,0.0,False
S,1997,1997-06-04,33,0,0.0,False
S,1997,1997-06-05,33,0,0.0,False
S,1997,1997-06-06,33,0,0.0,False
S,1997,1997-06-07,33,18,0.5454545454545454,True
S,1997,1997-06-08,33,1,0.030303030303030304,True
S,1997,1997-06-09,33,0,0.0,False
S,1997,1997-06-10,33,0,0.0,False
S,1997,1997-06-11,33,2,0.06060606060606061,True
S,1997,1997-06-12,33,0,0.0,False
S,1997,1997-06-13,33,1,0.030303030303030304,True
S,1997,1997-06-14,33,0,0.0,False
S,1997,1997-06-15,33,0,0.0,False
S,1997,1997-06-16,33,0,0.0,False
S,1997,1997-06-17,33,0,0.0,False
S,1997,1997-06-18,33,0,0.0,False
S,1997,1997-06-19,33,0,0.0,False
S,1997,1997-06-20,33,0,0.0,False
S,1997,1997-06-21,33,8,0.24242424242424243,True
S,1997,1997-06-22,33,8,0.24242424242424243,True
S,1997,1997-06-23,33,3,0.09090909090909091,True
S,1997,1997-06-24,33,0,0.0,False
S,1997,1997-06-25,33,0,0.0,False
S,1997,1997-06-26,33,0,0.0,False
S,1997,1997-06-27,33,3,0.09090909090909091,True
S,1997,1997-06-28,33,0,0.0,False
S,1997,1997-06-29,33,3,0.09090909090909091,True
S,1997,1997-06-30,33,0,0.0,False
S,1997,1997-07-01,33,0,0.0,False
S,1997,1997-07-02,33,0,0.0,False
S,1997,1997-07-03,33,0,0.0,False
S,1997,1997-07-04,33,0,0.0,False
S,1997,1997-07-05,33,0,0.0,False
S,1997,1997-07-06,33,0,0.0,False
S,1997,1997-07-07,33,0,0.0,False
S,1997,1997-07-08,33,0,0.0,False
S,1997,1997-07-09,33,0,0.0,False
S,1997,1997-07-10,33,0,0.0,False
S,1997,1997-07-11,33,0,0.0,False
S,1997,1997-07-12,33,0,0.0,False
S,1997,1997-07-13,33,0,0.0,False
S,1997,1997-07-14,33,0,0.0,False
S,1997,1997-07-15,33,0,0.0,False
S,1997,1997-07-16,33,0,0.0,False
S,1997,1997-07-17,33,0,0.0,False
S,1997,1997-07-18,33,0,0.0,False
S,1997,1997-07-19,33,1,0.030303030303030304,True
S,1997,1997-07-20,33,1,0.030303030303030304,True
S,1997,1997-07-21,33,0,0.0,False
S,1997,1997-07-22,33,0,0.0,False
