scenario,rep,rho_w_true,rho_s_true,alpha_w_true,alpha_s_true,delta_true,rho_w_hat,rho_s_hat,alpha_w_hat,alpha_s_hat,delta_hat,rho_w_ci_low,rho_w_ci_high,rho_s_ci_low,rho_s_ci_high,alpha_w_ci_low,alpha_w_ci_high,alpha_s_ci_low,alpha_s_ci_high,delta_ci_low,delta_ci_high,delta_lower_one_sided,cover_rho_w,cover_rho_s,cover_alpha_w,cover_alpha_s,cover_delta,reject_one_sided,p_boot,theta_w_mse,theta_s_mse,loglik_w,loglik_s,converged_w,converged_s,boundary_w,boundary_s
alternative,0,326.7475116280232,81.6868779070058,1.0,1.0,245.06063372101738,364.8628681535253,81.0245440645013,0.9455721742659688,0.9719677704592256,283.838324089024,322.13740577821926,424.1500916209721,80.13060570675718,82.08445642579517,0.8680411526305322,1.007833245478251,0.8647713308197935,1.0932141623723712,241.1275912367411,343.42166486381194,243.9748069355235,1,1,1,1,1,1,0.16666666666666666,0.00010652008370263406,1.8620403742861607e-05,-226895.64313989755,-214757.8875880157,1,1,0,0
alternative,1,326.7475116280232,81.6868779070058,1.0,1.0,245.06063372101738,271.5461002285007,82.48532689300262,1.09273642027376,1.010227259976466,189.06077333549806,233.42686100544304,325.9412544425092,79.88573609414723,85.21808761150214,1.0150736375190421,1.1654482232519037,0.9420214147196477,1.0424516175892555,148.2087733939409,245.89110120039953,149.0015238525284,0,1,0,1,1,1,0.16666666666666666,0.0004680107381764534,1.5903864519783897e-06,-176058.79150963156,-219463.8039977139,1,1,0,0
