scenario,rep,rho_w_true,rho_s_true,alpha_w_true,alpha_s_true,delta_true,rho_w_hat,rho_s_hat,alpha_w_hat,alpha_s_hat,delta_hat,rho_w_ci_low,rho_w_ci_high,rho_s_ci_low,rho_s_ci_high,alpha_w_ci_low,alpha_w_ci_high,alpha_s_ci_low,alpha_s_ci_high,delta_ci_low,delta_ci_high,delta_lower_one_sided,cover_rho_w,cover_rho_s,cover_alpha_w,cover_alpha_s,cover_delta,reject_one_sided,p_boot,theta_w_mse,theta_s_mse,loglik_w,loglik_s,converged_w,converged_s,boundary_w,boundary_s
null,0,163.3737558140116,163.3737558140116,1.0,1.0,0.0,178.48410001121445,161.49537053891478,0.9387409591547423,0.9970802196155027,16.988729472299667,164.64959417823206,189.47710869230283,148.4923921718522,175.2636683336858,0.876055997783805,1.00814886098356,0.8986385616203649,1.1245272467219924,-9.834071775660842,29.671078493640465,-6.812859668292526,0,1,1,1,1,0,0.3333333333333333,0.0002627260257050712,3.6322747649234763e-06,-239750.32213060593,-205016.89829677664,1,1,0,0
null,1,163.3737558140116,163.3737558140116,1.0,1.0,0.0,142.59983471982378,164.34895983549038,1.097081184362416,1.0162349396832815,-21.7491251156666,126.01150435838855,164.8824719200466,155.9313200969877,173.189605557833,1.008272305954554,1.186315787298231,0.9744367904578507,1.056503602481334,-46.77710338562175,7.995724097057837,-45.767960092334214,1,1,0,1,1,0,0.8333333333333334,0.0008834469430591436,2.555771379763895e-06,-190446.8164795506,-206101.70644087653,1,1,0,0
