station,season,season_year,n_hours_present,n_value_present,n_hours_expected,present_share,value_share,station_id,stationname,station_type
06201,W,2019,2160,2141,2160,1.0,0.9912037037037037,06201,D15-FA-1,offshore
06201,W,2020,2184,2184,2184,1.0,1.0,06201,D15-FA-1,offshore
06201,W,2021,2160,2160,2160,1.0,1.0,06201,D15-FA-1,offshore
06201,W,2022,2160,2160,2160,1.0,1.0,06201,D15-FA-1,offshore
06201,W,2023,2160,2160,2160,1.0,1.0,06201,D15-FA-1,offshore
06201,W,2024,2184,2184,2184,1.0,1.0,06201,D15-FA-1,offshore
06201,W,2025,2160,1824,2160,1.0,0.8444444444444444,06201,D15-FA-1,offshore
06203,S,2010,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,S,2011,2208,2205,2208,1.0,0.998641304347826,06203,P11-B,offshore
06203,S,2012,2208,2202,2208,1.0,0.9972826086956522,06203,P11-B,offshore
06203,S,2013,2208,2194,2208,1.0,0.9936594202898551,06203,P11-B,offshore
06203,S,2014,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,S,2015,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,S,2016,2208,2187,2208,1.0,0.9904891304347826,06203,P11-B,offshore
06203,S,2017,2208,2204,2208,1.0,0.9981884057971014,06203,P11-B,offshore
06203,S,2018,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,S,2019,2208,2198,2208,1.0,0.9954710144927537,06203,P11-B,offshore
06203,S,2020,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,S,2021,2208,2201,2208,1.0,0.9968297101449275,06203,P11-B,offshore
06203,S,2022,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,S,2023,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,S,2024,2208,2113,2208,1.0,0.9569746376811594,06203,P11-B,offshore
06203,S,2025,2208,2208,2208,1.0,1.0,06203,P11-B,offshore
06203,W,2010,2160,2150,2160,1.0,0.9953703703703703,06203,P11-B,offshore
06203,W,2011,2160,2160,2160,1.0,1.0,06203,P11-B,offshore
06203,W,2012,2184,2178,2184,1.0,0.9972527472527473,06203,P11-B,offshore
06203,W,2013,2160,2160,2160,1.0,1.0,06203,P11-B,offshore
06203,W,2014,2160,2155,2160,1.0,0.9976851851851852,06203,P11-B,offshore
06203,W,2015,2160,2157,2160,1.0,0.9986111111111111,06203,P11-B,offshore
06203,W,2016,2184,2184,2184,1.0,1.0,06203,P11-B,offshore
06203,W,2017,2160,2160,2160,1.0,1.0,06203,P11-B,offshore
06203,W,2018,2160,2160,2160,1.0,1.0,06203,P11-B,offshore
06203,W,2019,2160,2160,2160,1.0,1.0,06203,P11-B,offshore
06203,W,2020,2184,2184,2184,1.0,1.0,06203,P11-B,offshore
06203,W,2021,2160,2160,2160,1.0,1.0,06203,P11-B,offshore
06203,W,2022,2160,1935,2160,1.0,0.8958333333333334,06203,P11-B,offshore
06203,W,2023,2160,2160,2160,1.0,1.0,06203,P11-B,offshore
06203,W,2024,2184,2184,2184,1.0,1.0,06203,P11-B,offshore
06203,W,2025,2160,2030,2160,1.0,0.9398148148148148,06203,P11-B,offshore
06204,S,2007,2208,0,2208,1.0,0.0,06204,K14-FA-1C,offshore
06204,S,2008,2208,0,2208,1.0,0.0,06204,K14-FA-1C,offshore
06204,S,2009,2208,2031,2208,1.0,0.9198369565217391,06204,K14-FA-1C,offshore
06204,S,2010,2208,2043,2208,1.0,0.9252717391304348,06204,K14-FA-1C,offshore
06204,S,2011,2208,1981,2208,1.0,0.8971920289855072,06204,K14-FA-1C,offshore
06204,S,2012,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2013,2208,2199,2208,1.0,0.9959239130434783,06204,K14-FA-1C,offshore
06204,S,2014,2208,2202,2208,1.0,0.9972826086956522,06204,K14-FA-1C,offshore
06204,S,2015,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2016,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2017,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2018,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2019,2208,2174,2208,1.0,0.9846014492753623,06204,K14-FA-1C,offshore
06204,S,2020,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2021,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2022,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2023,2208,2198,2208,1.0,0.9954710144927537,06204,K14-FA-1C,offshore
06204,S,2024,2208,2208,2208,1.0,1.0,06204,K14-FA-1C,offshore
06204,S,2025,2208,2087,2208,1.0,0.9451992753623188,06204,K14-FA-1C,offshore
06204,W,2007,2015,0,2160,0.9328703703703703,0.0,06204,K14-FA-1C,offshore
06204,W,2008,2184,0,2184,1.0,0.0,06204,K14-FA-1C,offshore
06204,W,2009,2160,930,2160,1.0,0.4305555555555556,06204,K14-FA-1C,offshore
06204,W,2010,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2011,2160,2143,2160,1.0,0.9921296296296296,06204,K14-FA-1C,offshore
06204,W,2012,2184,2184,2184,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2013,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2014,2160,2157,2160,1.0,0.9986111111111111,06204,K14-FA-1C,offshore
06204,W,2015,2160,2155,2160,1.0,0.9976851851851852,06204,K14-FA-1C,offshore
06204,W,2016,2184,2180,2184,1.0,0.9981684981684982,06204,K14-FA-1C,offshore
06204,W,2017,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2018,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2019,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2020,2184,2184,2184,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2021,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2022,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2023,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2024,2184,2184,2184,1.0,1.0,06204,K14-FA-1C,offshore
06204,W,2025,2160,2160,2160,1.0,1.0,06204,K14-FA-1C,offshore
06205,S,2009,2208,2202,2208,1.0,0.9972826086956522,06205,A12-CPP,offshore
06205,S,2010,2208,2199,2208,1.0,0.9959239130434783,06205,A12-CPP,offshore
06205,S,2011,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2012,2208,2066,2208,1.0,0.9356884057971014,06205,A12-CPP,offshore
06205,S,2013,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2014,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2015,2208,2204,2208,1.0,0.9981884057971014,06205,A12-CPP,offshore
06205,S,2016,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2017,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2018,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2019,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2020,2208,2203,2208,1.0,0.9977355072463768,06205,A12-CPP,offshore
06205,S,2021,2208,2156,2208,1.0,0.9764492753623188,06205,A12-CPP,offshore
06205,S,2022,2208,2208,2208,1.0,1.0,06205,A12-CPP,offshore
06205,S,2023,2208,2054,2208,1.0,0.9302536231884058,06205,A12-CPP,offshore
06205,S,2024,2208,1705,2208,1.0,0.7721920289855072,06205,A12-CPP,offshore
06205,S,2025,2208,2187,2208,1.0,0.9904891304347826,06205,A12-CPP,offshore
06205,W,2010,2160,1919,2160,1.0,0.888425925925926,06205,A12-CPP,offshore
06205,W,2011,2160,2156,2160,1.0,0.9981481481481481,06205,A12-CPP,offshore
06205,W,2012,2184,2184,2184,1.0,1.0,06205,A12-CPP,offshore
06205,W,2013,2160,2160,2160,1.0,1.0,06205,A12-CPP,offshore
06205,W,2014,2160,2160,2160,1.0,1.0,06205,A12-CPP,offshore
06205,W,2015,2160,2139,2160,1.0,0.9902777777777778,06205,A12-CPP,offshore
06205,W,2016,2184,2184,2184,1.0,1.0,06205,A12-CPP,offshore
06205,W,2017,2160,2160,2160,1.0,1.0,06205,A12-CPP,offshore
06205,W,2018,2160,2160,2160,1.0,1.0,06205,A12-CPP,offshore
06205,W,2019,2160,2160,2160,1.0,1.0,06205,A12-CPP,offshore
06205,W,2020,2184,2184,2184,1.0,1.0,06205,A12-CPP,offshore
06205,W,2021,2160,1830,2160,1.0,0.8472222222222222,06205,A12-CPP,offshore
06205,W,2022,2160,2160,2160,1.0,1.0,06205,A12-CPP,offshore
06205,W,2023,2160,2160,2160,1.0,1.0,06205,A12-CPP,offshore
06205,W,2024,2184,2184,2184,1.0,1.0,06205,A12-CPP,offshore
06205,W,2025,2160,1924,2160,1.0,0.8907407407407407,06205,A12-CPP,offshore
06206,S,2007,2208,1855,2208,1.0,0.8401268115942029,06206,F16-A,offshore
06206,S,2008,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2009,2208,2082,2208,1.0,0.9429347826086957,06206,F16-A,offshore
06206,S,2010,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2011,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2012,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2013,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2014,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2015,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2016,2208,2173,2208,1.0,0.9841485507246377,06206,F16-A,offshore
06206,S,2017,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2018,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2019,2208,2208,2208,1.0,1.0,06206,F16-A,offshore
06206,S,2020,2208,2197,2208,1.0,0.9950181159420289,06206,F16-A,offshore
06206,W,2007,2015,1882,2160,0.9328703703703703,0.8712962962962963,06206,F16-A,offshore
06206,W,2008,2184,2168,2184,1.0,0.9926739926739927,06206,F16-A,offshore
06206,W,2009,2160,2138,2160,1.0,0.9898148148148148,06206,F16-A,offshore
06206,W,2010,2160,426,2160,1.0,0.19722222222222222,06206,F16-A,offshore
06206,W,2011,2160,2160,2160,1.0,1.0,06206,F16-A,offshore
06206,W,2012,2184,859,2184,1.0,0.3933150183150183,06206,F16-A,offshore
06206,W,2013,2160,2160,2160,1.0,1.0,06206,F16-A,offshore
06206,W,2014,2160,2154,2160,1.0,0.9972222222222222,06206,F16-A,offshore
06206,W,2015,2160,2160,2160,1.0,1.0,06206,F16-A,offshore
06206,W,2016,2184,2174,2184,1.0,0.9954212454212454,06206,F16-A,offshore
06206,W,2017,2160,1911,2160,1.0,0.8847222222222222,06206,F16-A,offshore
06206,W,2018,2160,2160,2160,1.0,1.0,06206,F16-A,offshore
06206,W,2019,2160,2160,2160,1.0,1.0,06206,F16-A,offshore
06206,W,2020,2184,2184,2184,1.0,1.0,06206,F16-A,offshore
06207,S,2007,2208,0,2208,1.0,0.0,06207,L9-FF-1,offshore
06207,S,2008,2208,0,2208,1.0,0.0,06207,L9-FF-1,offshore
06207,S,2009,2208,2045,2208,1.0,0.926177536231884,06207,L9-FF-1,offshore
06207,S,2010,2208,2081,2208,1.0,0.9424818840579711,06207,L9-FF-1,offshore
06207,S,2011,2208,2128,2208,1.0,0.9637681159420289,06207,L9-FF-1,offshore
06207,S,2012,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2013,2208,2199,2208,1.0,0.9959239130434783,06207,L9-FF-1,offshore
06207,S,2014,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2015,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2016,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2017,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2018,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2019,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2020,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2021,2208,2204,2208,1.0,0.9981884057971014,06207,L9-FF-1,offshore
06207,S,2022,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2023,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2024,2208,2208,2208,1.0,1.0,06207,L9-FF-1,offshore
06207,S,2025,2208,2089,2208,1.0,0.9461050724637681,06207,L9-FF-1,offshore
06207,W,2007,2015,0,2160,0.9328703703703703,0.0,06207,L9-FF-1,offshore
06207,W,2008,2184,0,2184,1.0,0.0,06207,L9-FF-1,offshore
06207,W,2009,2160,266,2160,1.0,0.12314814814814815,06207,L9-FF-1,offshore
06207,W,2010,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2011,2160,1984,2160,1.0,0.9185185185185185,06207,L9-FF-1,offshore
06207,W,2012,2184,2168,2184,1.0,0.9926739926739927,06207,L9-FF-1,offshore
06207,W,2013,2160,2003,2160,1.0,0.9273148148148148,06207,L9-FF-1,offshore
06207,W,2014,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2015,2160,2157,2160,1.0,0.9986111111111111,06207,L9-FF-1,offshore
06207,W,2016,2184,2184,2184,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2017,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2018,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2019,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2020,2184,2184,2184,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2021,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2022,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2023,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06207,W,2024,2184,2181,2184,1.0,0.9986263736263736,06207,L9-FF-1,offshore
06207,W,2025,2160,2160,2160,1.0,1.0,06207,L9-FF-1,offshore
06208,S,2007,2208,0,2208,1.0,0.0,06208,AWG-1,offshore
06208,S,2008,2208,0,2208,1.0,0.0,06208,AWG-1,offshore
06208,S,2009,2208,2077,2208,1.0,0.9406702898550725,06208,AWG-1,offshore
06208,S,2010,2208,2169,2208,1.0,0.9823369565217391,06208,AWG-1,offshore
06208,S,2011,2208,2187,2208,1.0,0.9904891304347826,06208,AWG-1,offshore
06208,S,2012,2208,2200,2208,1.0,0.9963768115942029,06208,AWG-1,offshore
06208,S,2013,2208,2199,2208,1.0,0.9959239130434783,06208,AWG-1,offshore
06208,S,2014,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2015,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2016,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2017,2208,2110,2208,1.0,0.9556159420289855,06208,AWG-1,offshore
06208,S,2018,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2019,2208,2200,2208,1.0,0.9963768115942029,06208,AWG-1,offshore
06208,S,2020,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2021,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2022,2208,2183,2208,1.0,0.988677536231884,06208,AWG-1,offshore
06208,S,2023,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2024,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,S,2025,2208,2208,2208,1.0,1.0,06208,AWG-1,offshore
06208,W,2007,2015,0,2160,0.9328703703703703,0.0,06208,AWG-1,offshore
06208,W,2008,2184,0,2184,1.0,0.0,06208,AWG-1,offshore
06208,W,2009,2160,1883,2160,1.0,0.8717592592592592,06208,AWG-1,offshore
06208,W,2010,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2011,2160,1141,2160,1.0,0.5282407407407408,06208,AWG-1,offshore
06208,W,2012,2184,2184,2184,1.0,1.0,06208,AWG-1,offshore
06208,W,2013,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2014,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2015,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2016,2184,2184,2184,1.0,1.0,06208,AWG-1,offshore
06208,W,2017,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2018,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2019,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2020,2184,2163,2184,1.0,0.9903846153846154,06208,AWG-1,offshore
06208,W,2021,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2022,2160,2160,2160,1.0,1.0,06208,AWG-1,offshore
06208,W,2023,2160,2150,2160,1.0,0.9953703703703703,06208,AWG-1,offshore
06208,W,2024,2184,1319,2184,1.0,0.6039377289377289,06208,AWG-1,offshore
06208,W,2025,2160,2136,2160,1.0,0.9888888888888889,06208,AWG-1,offshore
06209,S,2001,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2002,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2003,1488,1175,2208,0.6739130434782609,0.5321557971014492,06209,IJmond,mainland
06209,S,2004,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2005,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2006,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2007,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2008,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2009,2208,1724,2208,1.0,0.7807971014492754,06209,IJmond,mainland
06209,S,2010,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2011,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2012,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2013,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2014,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2015,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2016,2208,2092,2208,1.0,0.947463768115942,06209,IJmond,mainland
06209,S,2017,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2018,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2019,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2020,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2021,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2022,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2023,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,S,2024,2208,2059,2208,1.0,0.9325181159420289,06209,IJmond,mainland
06209,S,2025,2208,2208,2208,1.0,1.0,06209,IJmond,mainland
06209,W,2001,719,683,2160,0.33287037037037037,0.3162037037037037,06209,IJmond,mainland
06209,W,2002,2160,1905,2160,1.0,0.8819444444444444,06209,IJmond,mainland
06209,W,2003,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2004,2184,2184,2184,1.0,1.0,06209,IJmond,mainland
06209,W,2005,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2006,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2007,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2008,2184,2184,2184,1.0,1.0,06209,IJmond,mainland
06209,W,2009,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2010,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2011,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2012,2184,2184,2184,1.0,1.0,06209,IJmond,mainland
06209,W,2013,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2014,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2015,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2016,2184,1171,2184,1.0,0.5361721611721612,06209,IJmond,mainland
06209,W,2017,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2018,2160,1477,2160,1.0,0.6837962962962963,06209,IJmond,mainland
06209,W,2019,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2020,2184,2184,2184,1.0,1.0,06209,IJmond,mainland
06209,W,2021,2160,1758,2160,1.0,0.8138888888888889,06209,IJmond,mainland
06209,W,2022,2160,1545,2160,1.0,0.7152777777777778,06209,IJmond,mainland
06209,W,2023,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06209,W,2024,2184,2184,2184,1.0,1.0,06209,IJmond,mainland
06209,W,2025,2160,2160,2160,1.0,1.0,06209,IJmond,mainland
06210,S,1991,2208,2166,2208,1.0,0.9809782608695652,06210,VALKENBURG VK,mainland
06210,S,1992,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,1993,2208,2140,2208,1.0,0.9692028985507246,06210,VALKENBURG VK,mainland
06210,S,1994,2208,2207,2208,1.0,0.9995471014492754,06210,VALKENBURG VK,mainland
06210,S,1995,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,1996,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,1997,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,1998,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,1999,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2000,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2001,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2002,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2003,1488,1488,2208,0.6739130434782609,0.6739130434782609,06210,VALKENBURG VK,mainland
06210,S,2004,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2005,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2006,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2007,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2008,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2009,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2010,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2011,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2012,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2013,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2014,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,S,2015,2208,2208,2208,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,1991,2160,2157,2160,1.0,0.9986111111111111,06210,VALKENBURG VK,mainland
06210,W,1992,2184,2178,2184,1.0,0.9972527472527473,06210,VALKENBURG VK,mainland
06210,W,1993,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,1994,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,1995,2160,2158,2160,1.0,0.9990740740740741,06210,VALKENBURG VK,mainland
06210,W,1996,2184,2184,2184,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,1997,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,1998,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,1999,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2000,2184,2184,2184,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2001,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2002,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2003,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2004,2184,2184,2184,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2005,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2006,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2007,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2008,2184,2184,2184,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2009,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2010,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2011,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2012,2184,2184,2184,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2013,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2014,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2015,2160,2160,2160,1.0,1.0,06210,VALKENBURG VK,mainland
06210,W,2016,2184,2184,2184,1.0,1.0,06210,VALKENBURG VK,mainland
